id,visitors
air_0f60e1576a7d397d_2017-05-09,5.4696
air_0f60e1576a7d397d_2017-05-10,5.7064
air_0f60e1576a7d397d_2017-05-11,8.7577
air_0f60e1576a7d397d_2017-05-12,7.3211
air_0f60e1576a7d397d_2017-05-13,7.4472
air_0f60e1576a7d397d_2017-05-14,1.9531
air_0f60e1576a7d397d_2017-05-15,3.6703
air_0f60e1576a7d397d_2017-05-16,5.6472
air_0f60e1576a7d397d_2017-05-17,5.6158
air_0f60e1576a7d397d_2017-05-18,8.3912
air_0f60e1576a7d397d_2017-05-19,7.3906
air_0f60e1576a7d397d_2017-05-20,7.5561
air_0f60e1576a7d397d_2017-05-21,1.9714
air_0f60e1576a7d397d_2017-05-22,3.5550
air_0f60e1576a7d397d_2017-05-23,5.4699
air_0f60e1576a7d397d_2017-05-24,5.8209
air_0f60e1576a7d397d_2017-05-25,8.6857
air_0f60e1576a7d397d_2017-05-26,7.6498
air_0f60e1576a7d397d_2017-05-27,7.5162
air_0f60e1576a7d397d_2017-05-28,1.9809
air_0f60e1576a7d397d_2017-05-29,3.7599
air_0f60e1576a7d397d_2017-05-30,5.3448
air_0f60e1576a7d397d_2017-05-31,5.5520
air_1033310359ceeac1_2017-04-23,12.9299
air_1033310359ceeac1_2017-04-24,12.5110
air_1033310359ceeac1_2017-04-25,11.9543
air_1033310359ceeac1_2017-04-26,14.6737
air_1033310359ceeac1_2017-04-27,15.6788
air_1033310359ceeac1_2017-04-28,35.8028
air_1033310359ceeac1_2017-04-29,20.3006
air_1033310359ceeac1_2017-04-30,15.3610
air_1033310359ceeac1_2017-05-01,8.5398
air_1033310359ceeac1_2017-05-02,15.3611
air_1033310359ceeac1_2017-05-03,19.9713
air_1033310359ceeac1_2017-05-04,16.1464
air_1033310359ceeac1_2017-05-05,23.5545
air_1033310359ceeac1_2017-05-06,17.0782
air_1033310359ceeac1_2017-05-07,14.4905
air_1033310359ceeac1_2017-05-08,10.4858
air_1033310359ceeac1_2017-05-09,9.9311
air_1033310359ceeac1_2017-05-10,19.1755
air_1033310359ceeac1_2017-05-11,19.8503
air_1033310359ceeac1_2017-05-12,39.1633
air_1033310359ceeac1_2017-05-13,21.3634
air_1033310359ceeac1_2017-05-14,14.3991
air_1033310359ceeac1_2017-05-15,9.2430
air_1033310359ceeac1_2017-05-16,12.8835
air_1033310359ceeac1_2017-05-17,20.2671
air_1033310359ceeac1_2017-05-18,11.6373
air_1033310359ceeac1_2017-05-19,33.3216
air_1033310359ceeac1_2017-05-20,20.5205
air_1033310359ceeac1_2017-05-21,13.0768
air_1033310359ceeac1_2017-05-22,8.8555
air_1033310359ceeac1_2017-05-23,9.5762
air_1033310359ceeac1_2017-05-24,15.9856
air_1033310359ceeac1_2017-05-25,13.1957
air_1033310359ceeac1_2017-05-26,36.6785
air_1033310359ceeac1_2017-05-27,20.7747
air_1033310359ceeac1_2017-05-28,15.1616
air_1033310359ceeac1_2017-05-29,9.4952
air_1033310359ceeac1_2017-05-30,12.3541
air_1033310359ceeac1_2017-05-31,14.7718
air_10393f12e9069760_2017-04-23,14.3071
air_10393f12e9069760_2017-04-24,8.9494
air_10393f12e9069760_2017-04-25,8.5563
air_10393f12e9069760_2017-04-26,11.4369
air_10393f12e9069760_2017-04-27,11.5622
air_10393f12e9069760_2017-04-28,22.0700
air_10393f12e9069760_2017-04-29,21.9531
air_10393f12e9069760_2017-04-30,12.0059
air_10393f12e9069760_2017-05-01,8.8765
air_10393f12e9069760_2017-05-02,12.5450
air_10393f12e9069760_2017-05-03,15.6431
air_10393f12e9069760_2017-05-04,11.7259
air_10393f12e9069760_2017-05-05,16.8319
air_10393f12e9069760_2017-05-06,16.8409
air_10393f12e9069760_2017-05-07,14.1606
air_10393f12e9069760_2017-05-08,9.6517
air_10393f12e9069760_2017-05-09,8.9801
air_10393f12e9069760_2017-05-10,11.4702
air_10393f12e9069760_2017-05-11,11.4038
air_10393f12e9069760_2017-05-12,20.9664
air_10393f12e9069760_2017-05-13,21.6336
air_10393f12e9069760_2017-05-14,14.4905
air_10393f12e9069760_2017-05-15,9.3919
air_10393f12e9069760_2017-05-16,9.0901
air_10393f12e9069760_2017-05-17,11.4241
air_10393f12e9069760_2017-05-18,11.6641
air_10393f12e9069760_2017-05-19,20.7232
air_10393f12e9069760_2017-05-20,21.4019
air_10393f12e9069760_2017-05-21,14.5373
air_10393f12e9069760_2017-05-22,9.0945
air_10393f12e9069760_2017-05-23,9.0868
air_10393f12e9069760_2017-05-24,11.5456
air_10393f12e9069760_2017-05-25,12.1301
air_10393f12e9069760_2017-05-26,21.0206
air_10393f12e9069760_2017-05-27,21.4502
air_10393f12e9069760_2017-05-28,15.0118
air_10393f12e9069760_2017-05-29,9.5959
air_10393f12e9069760_2017-05-30,9.0907
air_10393f12e9069760_2017-05-31,11.4651
air_105a7954e32dba9b_2017-04-23,10.2433
air_105a7954e32dba9b_2017-04-24,50.1140
air_105a7954e32dba9b_2017-04-25,46.8605
air_105a7954e32dba9b_2017-04-26,55.3550
air_105a7954e32dba9b_2017-04-27,51.1826
air_105a7954e32dba9b_2017-04-28,51.2038
air_105a7954e32dba9b_2017-04-29,7.8925
air_105a7954e32dba9b_2017-04-30,10.9891
air_105a7954e32dba9b_2017-05-01,47.2951
air_105a7954e32dba9b_2017-05-02,47.5985
air_105a7954e32dba9b_2017-05-03,20.3234
air_105a7954e32dba9b_2017-05-04,19.4611
air_105a7954e32dba9b_2017-05-05,22.7264
air_105a7954e32dba9b_2017-05-06,10.7396
air_105a7954e32dba9b_2017-05-07,10.1845
air_105a7954e32dba9b_2017-05-08,51.1149
air_105a7954e32dba9b_2017-05-09,46.2598
air_105a7954e32dba9b_2017-05-10,52.9106
air_105a7954e32dba9b_2017-05-11,50.2690
air_105a7954e32dba9b_2017-05-12,54.6358
air_105a7954e32dba9b_2017-05-13,10.9202
air_105a7954e32dba9b_2017-05-14,10.2951
air_105a7954e32dba9b_2017-05-15,50.4973
air_105a7954e32dba9b_2017-05-16,47.1303
air_105a7954e32dba9b_2017-05-17,53.5580
air_105a7954e32dba9b_2017-05-18,48.8526
air_105a7954e32dba9b_2017-05-19,54.7137
air_105a7954e32dba9b_2017-05-20,10.1826
air_105a7954e32dba9b_2017-05-21,10.3542
air_105a7954e32dba9b_2017-05-22,49.6570
air_105a7954e32dba9b_2017-05-23,45.7827
air_105a7954e32dba9b_2017-05-24,54.7340
air_105a7954e32dba9b_2017-05-25,51.5756
air_105a7954e32dba9b_2017-05-26,56.2628
air_105a7954e32dba9b_2017-05-27,10.1697
air_105a7954e32dba9b_2017-05-28,10.5910
air_105a7954e32dba9b_2017-05-29,52.3064
air_105a7954e32dba9b_2017-05-30,44.7257
air_105a7954e32dba9b_2017-05-31,55.3223
air_10713fbf3071c361_2017-04-23,11.2943
air_10713fbf3071c361_2017-04-24,7.5541
air_10713fbf3071c361_2017-04-25,2.8548
air_10713fbf3071c361_2017-04-26,11.4321
air_10713fbf3071c361_2017-04-27,11.5802
air_10713fbf3071c361_2017-04-28,10.1941
air_10713fbf3071c361_2017-04-29,14.8286
air_10713fbf3071c361_2017-04-30,11.5552
air_10713fbf3071c361_2017-05-01,7.1047
air_10713fbf3071c361_2017-05-02,3.0517
air_10713fbf3071c361_2017-05-03,11.9170
air_10713fbf3071c361_2017-05-04,10.9718
air_10713fbf3071c361_2017-05-05,10.1049
air_10713fbf3071c361_2017-05-06,12.8780
air_10713fbf3071c361_2017-05-07,10.5555
air_10713fbf3071c361_2017-05-08,7.7078
air_10713fbf3071c361_2017-05-09,2.6033
air_10713fbf3071c361_2017-05-10,11.2714
air_10713fbf3071c361_2017-05-11,11.3151
air_10713fbf3071c361_2017-05-12,11.0820
air_10713fbf3071c361_2017-05-13,14.9665
air_10713fbf3071c361_2017-05-14,11.4122
air_10713fbf3071c361_2017-05-15,7.7322
air_10713fbf3071c361_2017-05-16,2.6437
air_10713fbf3071c361_2017-05-17,11.3453
air_10713fbf3071c361_2017-05-18,11.1064
air_10713fbf3071c361_2017-05-19,10.9628
air_10713fbf3071c361_2017-05-20,15.0194
air_10713fbf3071c361_2017-05-21,11.6474
air_10713fbf3071c361_2017-05-22,7.5985
air_10713fbf3071c361_2017-05-23,2.3176
air_10713fbf3071c361_2017-05-24,11.2772
air_10713fbf3071c361_2017-05-25,11.5036
air_10713fbf3071c361_2017-05-26,11.0257
air_10713fbf3071c361_2017-05-27,15.0630
air_10713fbf3071c361_2017-05-28,11.8674
air_10713fbf3071c361_2017-05-29,7.5187
air_10713fbf3071c361_2017-05-30,2.3924
air_10713fbf3071c361_2017-05-31,11.2672
air_10bbe8acd943d8f6_2017-04-23,25.1957
air_10bbe8acd943d8f6_2017-04-24,17.2247
air_10bbe8acd943d8f6_2017-04-25,21.2385
air_10bbe8acd943d8f6_2017-04-26,24.8797
air_10bbe8acd943d8f6_2017-04-27,24.4641
air_10bbe8acd943d8f6_2017-04-28,28.6072
air_10bbe8acd943d8f6_2017-04-29,26.1317
air_10bbe8acd943d8f6_2017-04-30,25.8734
air_10bbe8acd943d8f6_2017-05-01,16.8094
air_10bbe8acd943d8f6_2017-05-02,26.9381
air_10bbe8acd943d8f6_2017-05-03,25.9433
air_10bbe8acd943d8f6_2017-05-04,24.0019
air_10bbe8acd943d8f6_2017-05-05,21.4080
air_10bbe8acd943d8f6_2017-05-06,24.6621
air_10bbe8acd943d8f6_2017-05-07,20.8338
air_10bbe8acd943d8f6_2017-05-08,17.0454
air_10bbe8acd943d8f6_2017-05-09,22.1634
air_10bbe8acd943d8f6_2017-05-10,24.2409
air_10bbe8acd943d8f6_2017-05-11,21.6130
air_10bbe8acd943d8f6_2017-05-12,27.3433
air_10bbe8acd943d8f6_2017-05-13,26.3376
air_10bbe8acd943d8f6_2017-05-14,23.5572
air_10bbe8acd943d8f6_2017-05-15,17.6028
air_10bbe8acd943d8f6_2017-05-16,23.5323
air_10bbe8acd943d8f6_2017-05-17,25.3843
air_10bbe8acd943d8f6_2017-05-18,21.8459
air_10bbe8acd943d8f6_2017-05-19,27.4199
air_10bbe8acd943d8f6_2017-05-20,26.9272
air_10bbe8acd943d8f6_2017-05-21,24.6922
air_10bbe8acd943d8f6_2017-05-22,18.5202
air_10bbe8acd943d8f6_2017-05-23,21.0875
air_10bbe8acd943d8f6_2017-05-24,25.2237
air_10bbe8acd943d8f6_2017-05-25,24.7683
air_10bbe8acd943d8f6_2017-05-26,27.9350
air_10bbe8acd943d8f6_2017-05-27,26.4610
air_10bbe8acd943d8f6_2017-05-28,25.5671
air_10bbe8acd943d8f6_2017-05-29,19.6005
air_10bbe8acd943d8f6_2017-05-30,19.1722
air_10bbe8acd943d8f6_2017-05-31,25.2244
air_12c4fb7a423df20d_2017-04-23,26.3604
air_12c4fb7a423df20d_2017-04-24,13.6657
air_12c4fb7a423df20d_2017-04-25,12.9354
air_12c4fb7a423df20d_2017-04-26,14.2727
air_12c4fb7a423df20d_2017-04-27,17.1896
air_12c4fb7a423df20d_2017-04-28,18.2355
air_12c4fb7a423df20d_2017-04-29,30.0786
air_12c4fb7a423df20d_2017-04-30,28.9995
air_12c4fb7a423df20d_2017-05-01,12.5520
air_12c4fb7a423df20d_2017-05-02,15.3884
air_12c4fb7a423df20d_2017-05-03,23.4127
air_12c4fb7a423df20d_2017-05-04,24.0149
air_12c4fb7a423df20d_2017-05-05,19.9778
air_12c4fb7a423df20d_2017-05-06,25.4519
air_12c4fb7a423df20d_2017-05-07,22.4693
air_12c4fb7a423df20d_2017-05-08,15.8736
air_12c4fb7a423df20d_2017-05-09,12.6320
air_12c4fb7a423df20d_2017-05-10,14.0349
air_12c4fb7a423df20d_2017-05-11,12.6447
air_12c4fb7a423df20d_2017-05-12,16.5959
air_12c4fb7a423df20d_2017-05-13,30.3691
air_12c4fb7a423df20d_2017-05-14,25.2552
air_12c4fb7a423df20d_2017-05-15,14.0644
air_12c4fb7a423df20d_2017-05-16,13.0277
air_12c4fb7a423df20d_2017-05-17,14.4134
air_12c4fb7a423df20d_2017-05-18,12.9941
air_12c4fb7a423df20d_2017-05-19,16.1243
air_12c4fb7a423df20d_2017-05-20,29.5997
air_12c4fb7a423df20d_2017-05-21,25.8208
air_12c4fb7a423df20d_2017-05-22,13.6910
air_12c4fb7a423df20d_2017-05-23,12.4845
air_12c4fb7a423df20d_2017-05-24,14.3435
air_12c4fb7a423df20d_2017-05-25,13.5341
air_12c4fb7a423df20d_2017-05-26,16.3416
air_12c4fb7a423df20d_2017-05-27,29.7560
air_12c4fb7a423df20d_2017-05-28,25.9742
air_12c4fb7a423df20d_2017-05-29,20.0802
air_12c4fb7a423df20d_2017-05-30,11.8162
air_12c4fb7a423df20d_2017-05-31,14.0317
air_138ee734ac79ff90_2017-04-23,1.3758
air_138ee734ac79ff90_2017-04-24,3.8584
air_138ee734ac79ff90_2017-04-25,7.9233
air_138ee734ac79ff90_2017-04-26,7.2831
air_138ee734ac79ff90_2017-04-27,7.6979
air_138ee734ac79ff90_2017-04-28,7.1386
air_138ee734ac79ff90_2017-04-29,8.5561
air_138ee734ac79ff90_2017-04-30,1.3786
air_138ee734ac79ff90_2017-05-01,3.9227
air_138ee734ac79ff90_2017-05-02,8.0299
air_138ee734ac79ff90_2017-05-03,6.4243
air_138ee734ac79ff90_2017-05-04,5.9286
air_138ee734ac79ff90_2017-05-05,6.5130
air_138ee734ac79ff90_2017-05-06,8.1831
air_138ee734ac79ff90_2017-05-07,1.5544
air_138ee734ac79ff90_2017-05-08,4.2805
air_138ee734ac79ff90_2017-05-09,7.8736
air_138ee734ac79ff90_2017-05-10,7.0450
air_138ee734ac79ff90_2017-05-11,7.5930
air_138ee734ac79ff90_2017-05-12,7.8360
air_138ee734ac79ff90_2017-05-13,9.0822
air_138ee734ac79ff90_2017-05-14,1.3138
air_138ee734ac79ff90_2017-05-15,3.9426
air_138ee734ac79ff90_2017-05-16,8.0182
air_138ee734ac79ff90_2017-05-17,7.2608
air_138ee734ac79ff90_2017-05-18,7.5067
air_138ee734ac79ff90_2017-05-19,7.5740
air_138ee734ac79ff90_2017-05-20,8.9921
air_138ee734ac79ff90_2017-05-21,1.3110
air_138ee734ac79ff90_2017-05-22,3.8563
air_138ee734ac79ff90_2017-05-23,7.5854
air_138ee734ac79ff90_2017-05-24,7.3175
air_138ee734ac79ff90_2017-05-25,8.0943
air_138ee734ac79ff90_2017-05-26,7.6001
air_138ee734ac79ff90_2017-05-27,9.1516
air_138ee734ac79ff90_2017-05-28,1.3302
air_138ee734ac79ff90_2017-05-29,3.7555
air_138ee734ac79ff90_2017-05-30,7.5257
air_138ee734ac79ff90_2017-05-31,7.1659
air_138ff410757b845f_2017-04-23,4.9713
air_138ff410757b845f_2017-04-24,49.7570
air_138ff410757b845f_2017-04-25,54.0741
air_138ff410757b845f_2017-04-26,64.9556
air_138ff410757b845f_2017-04-27,50.1154
air_138ff410757b845f_2017-04-28,69.3437
air_138ff410757b845f_2017-04-29,11.9852
air_138ff410757b845f_2017-04-30,4.4264
air_138ff410757b845f_2017-05-01,43.7933
air_138ff410757b845f_2017-05-02,52.4222
air_138ff410757b845f_2017-05-03,19.5232
air_138ff410757b845f_2017-05-04,9.5278
air_138ff410757b845f_2017-05-05,20.5824
air_138ff410757b845f_2017-05-06,17.1464
air_138ff410757b845f_2017-05-07,4.7693
air_138ff410757b845f_2017-05-08,47.1619
air_138ff410757b845f_2017-05-09,52.9642
air_138ff410757b845f_2017-05-10,62.6389
air_138ff410757b845f_2017-05-11,47.3362
air_138ff410757b845f_2017-05-12,69.4529
air_138ff410757b845f_2017-05-13,20.0140
air_138ff410757b845f_2017-05-14,4.6085
air_138ff410757b845f_2017-05-15,51.4335
air_138ff410757b845f_2017-05-16,55.5684
air_138ff410757b845f_2017-05-17,62.1936
air_138ff410757b845f_2017-05-18,48.7565
air_138ff410757b845f_2017-05-19,68.3615
air_138ff410757b845f_2017-05-20,20.0092
air_138ff410757b845f_2017-05-21,4.6100
air_138ff410757b845f_2017-05-22,50.8349
air_138ff410757b845f_2017-05-23,55.7493
air_138ff410757b845f_2017-05-24,64.0389
air_138ff410757b845f_2017-05-25,53.2092
air_138ff410757b845f_2017-05-26,68.2920
air_138ff410757b845f_2017-05-27,19.9336
air_138ff410757b845f_2017-05-28,4.5975
air_138ff410757b845f_2017-05-29,55.1491
air_138ff410757b845f_2017-05-30,51.7297
air_138ff410757b845f_2017-05-31,64.6586
air_1408dd53f31a8a65_2017-04-23,16.0352
air_1408dd53f31a8a65_2017-04-24,13.5467
air_1408dd53f31a8a65_2017-04-25,22.8544
air_1408dd53f31a8a65_2017-04-26,17.0103
air_1408dd53f31a8a65_2017-04-27,14.2006
air_1408dd53f31a8a65_2017-04-28,65.8632
air_1408dd53f31a8a65_2017-04-29,44.4491
air_1408dd53f31a8a65_2017-04-30,15.3840
air_1408dd53f31a8a65_2017-05-01,11.6606
air_1408dd53f31a8a65_2017-05-02,18.1235
air_1408dd53f31a8a65_2017-05-03,26.3197
air_1408dd53f31a8a65_2017-05-04,25.9801
air_1408dd53f31a8a65_2017-05-05,35.8773
air_1408dd53f31a8a65_2017-05-06,39.0581
air_1408dd53f31a8a65_2017-05-07,16.5266
air_1408dd53f31a8a65_2017-05-08,12.9278
air_1408dd53f31a8a65_2017-05-09,10.8979
air_1408dd53f31a8a65_2017-05-10,15.5978
air_1408dd53f31a8a65_2017-05-11,12.4778
air_1408dd53f31a8a65_2017-05-12,48.9656
air_1408dd53f31a8a65_2017-05-13,49.5869
air_1408dd53f31a8a65_2017-05-14,16.1160
air_1408dd53f31a8a65_2017-05-15,11.9209
air_1408dd53f31a8a65_2017-05-16,11.1082
air_1408dd53f31a8a65_2017-05-17,16.4748
air_1408dd53f31a8a65_2017-05-18,12.0293
air_1408dd53f31a8a65_2017-05-19,46.8704
air_1408dd53f31a8a65_2017-05-20,48.5734
air_1408dd53f31a8a65_2017-05-21,16.7681
air_1408dd53f31a8a65_2017-05-22,12.1459
air_1408dd53f31a8a65_2017-05-23,10.1517
air_1408dd53f31a8a65_2017-05-24,16.2380
air_1408dd53f31a8a65_2017-05-25,15.5775
air_1408dd53f31a8a65_2017-05-26,48.9211
air_1408dd53f31a8a65_2017-05-27,49.8229
air_1408dd53f31a8a65_2017-05-28,18.3869
air_1408dd53f31a8a65_2017-05-29,13.8437
air_1408dd53f31a8a65_2017-05-30,9.2631
air_1408dd53f31a8a65_2017-05-31,16.7572
air_142e78ba7001da9c_2017-04-23,14.1191
air_142e78ba7001da9c_2017-04-24,10.5660
air_142e78ba7001da9c_2017-04-25,11.7123
air_142e78ba7001da9c_2017-04-26,7.8966
air_142e78ba7001da9c_2017-04-27,10.2596
air_142e78ba7001da9c_2017-04-28,10.1699
air_142e78ba7001da9c_2017-04-29,15.7820
air_142e78ba7001da9c_2017-04-30,14.3249
air_142e78ba7001da9c_2017-05-01,10.2291
air_142e78ba7001da9c_2017-05-02,12.6200
air_142e78ba7001da9c_2017-05-03,13.9970
air_142e78ba7001da9c_2017-05-04,16.7050
air_142e78ba7001da9c_2017-05-05,13.1074
air_142e78ba7001da9c_2017-05-06,12.9177
air_142e78ba7001da9c_2017-05-07,12.4171
air_142e78ba7001da9c_2017-05-08,10.0621
air_142e78ba7001da9c_2017-05-09,11.5164
air_142e78ba7001da9c_2017-05-10,8.1081
air_142e78ba7001da9c_2017-05-11,10.1333
air_142e78ba7001da9c_2017-05-12,10.0346
air_142e78ba7001da9c_2017-05-13,14.5152
air_142e78ba7001da9c_2017-05-14,14.5919
air_142e78ba7001da9c_2017-05-15,11.0227
air_142e78ba7001da9c_2017-05-16,12.0376
air_142e78ba7001da9c_2017-05-17,8.3101
air_142e78ba7001da9c_2017-05-18,10.3211
air_142e78ba7001da9c_2017-05-19,9.9345
air_142e78ba7001da9c_2017-05-20,14.4621
air_142e78ba7001da9c_2017-05-21,14.9856
air_142e78ba7001da9c_2017-05-22,10.4538
air_142e78ba7001da9c_2017-05-23,11.8286
air_142e78ba7001da9c_2017-05-24,8.6185
air_142e78ba7001da9c_2017-05-25,10.9395
air_142e78ba7001da9c_2017-05-26,10.1272
air_142e78ba7001da9c_2017-05-27,14.5056
air_142e78ba7001da9c_2017-05-28,15.0773
air_142e78ba7001da9c_2017-05-29,10.6526
air_142e78ba7001da9c_2017-05-30,11.4409
air_142e78ba7001da9c_2017-05-31,8.3700
air_1509881b22965b34_2017-04-23,5.2445
air_1509881b22965b34_2017-04-24,13.5979
air_1509881b22965b34_2017-04-25,9.1562
air_1509881b22965b34_2017-04-26,13.8415
air_1509881b22965b34_2017-04-27,8.4452
air_1509881b22965b34_2017-04-28,17.0636
air_1509881b22965b34_2017-04-29,12.8095
air_1509881b22965b34_2017-04-30,3.0554
air_1509881b22965b34_2017-05-01,13.2606
air_1509881b22965b34_2017-05-02,12.9483
air_1509881b22965b34_2017-05-03,16.5302
air_1509881b22965b34_2017-05-04,7.3543
air_1509881b22965b34_2017-05-05,10.4631
air_1509881b22965b34_2017-05-06,8.7310
air_1509881b22965b34_2017-05-07,4.5658
air_1509881b22965b34_2017-05-08,14.6512
air_1509881b22965b34_2017-05-09,9.4349
air_1509881b22965b34_2017-05-10,14.6246
air_1509881b22965b34_2017-05-11,8.2818
air_1509881b22965b34_2017-05-12,15.9713
air_1509881b22965b34_2017-05-13,11.3418
air_1509881b22965b34_2017-05-14,4.7310
air_1509881b22965b34_2017-05-15,13.4782
air_1509881b22965b34_2017-05-16,9.4459
air_1509881b22965b34_2017-05-17,14.4828
air_1509881b22965b34_2017-05-18,8.0910
air_1509881b22965b34_2017-05-19,15.9473
air_1509881b22965b34_2017-05-20,11.0023
air_1509881b22965b34_2017-05-21,4.8876
air_1509881b22965b34_2017-05-22,13.4111
air_1509881b22965b34_2017-05-23,9.1709
air_1509881b22965b34_2017-05-24,15.1569
air_1509881b22965b34_2017-05-25,9.8151
air_1509881b22965b34_2017-05-26,16.3222
air_1509881b22965b34_2017-05-27,11.3419
air_1509881b22965b34_2017-05-28,5.1775
air_1509881b22965b34_2017-05-29,15.3934
air_1509881b22965b34_2017-05-30,9.1012
air_1509881b22965b34_2017-05-31,14.9745
air_152c1f08d7d20e07_2017-04-23,8.3096
air_152c1f08d7d20e07_2017-04-24,6.1797
air_152c1f08d7d20e07_2017-04-25,6.7137
air_152c1f08d7d20e07_2017-04-26,6.6189
air_152c1f08d7d20e07_2017-04-27,6.5985
air_152c1f08d7d20e07_2017-04-28,10.8915
air_152c1f08d7d20e07_2017-04-29,21.2685
air_152c1f08d7d20e07_2017-04-30,10.4308
air_152c1f08d7d20e07_2017-05-01,6.1943
air_152c1f08d7d20e07_2017-05-02,11.4228
air_152c1f08d7d20e07_2017-05-03,17.5452
air_152c1f08d7d20e07_2017-05-04,16.9387
air_152c1f08d7d20e07_2017-05-05,14.3644
air_152c1f08d7d20e07_2017-05-06,19.5869
air_152c1f08d7d20e07_2017-05-07,8.2522
air_152c1f08d7d20e07_2017-05-08,7.2159
air_152c1f08d7d20e07_2017-05-09,6.5880
air_152c1f08d7d20e07_2017-05-10,7.0684
air_152c1f08d7d20e07_2017-05-11,6.1881
air_152c1f08d7d20e07_2017-05-12,10.6946
air_152c1f08d7d20e07_2017-05-13,21.7708
air_152c1f08d7d20e07_2017-05-14,8.5273
air_152c1f08d7d20e07_2017-05-15,6.5936
air_152c1f08d7d20e07_2017-05-16,6.7287
air_152c1f08d7d20e07_2017-05-17,6.7572
air_152c1f08d7d20e07_2017-05-18,6.3356
air_152c1f08d7d20e07_2017-05-19,9.9814
air_152c1f08d7d20e07_2017-05-20,21.5709
air_152c1f08d7d20e07_2017-05-21,9.0832
air_152c1f08d7d20e07_2017-05-22,6.8937
air_152c1f08d7d20e07_2017-05-23,6.9777
air_152c1f08d7d20e07_2017-05-24,7.0697
air_152c1f08d7d20e07_2017-05-25,7.0529
air_152c1f08d7d20e07_2017-05-26,10.5858
air_152c1f08d7d20e07_2017-05-27,21.9173
air_152c1f08d7d20e07_2017-05-28,9.1116
air_152c1f08d7d20e07_2017-05-29,7.4511
air_152c1f08d7d20e07_2017-05-30,6.6405
air_152c1f08d7d20e07_2017-05-31,6.6186
air_15ae33469e9ea2dd_2017-04-23,4.3160
air_15ae33469e9ea2dd_2017-04-24,6.6261
air_15ae33469e9ea2dd_2017-04-25,7.8172
air_15ae33469e9ea2dd_2017-04-26,7.6737
air_15ae33469e9ea2dd_2017-04-27,7.8404
air_15ae33469e9ea2dd_2017-04-28,13.4080
air_15ae33469e9ea2dd_2017-04-29,12.0275
air_15ae33469e9ea2dd_2017-04-30,4.6166
air_15ae33469e9ea2dd_2017-05-01,6.5246
air_15ae33469e9ea2dd_2017-05-02,9.2069
air_15ae33469e9ea2dd_2017-05-03,10.5901
air_15ae33469e9ea2dd_2017-05-04,9.5155
air_15ae33469e9ea2dd_2017-05-05,9.3217
air_15ae33469e9ea2dd_2017-05-06,13.5302
air_15ae33469e9ea2dd_2017-05-07,5.0215
air_15ae33469e9ea2dd_2017-05-08,7.3135
air_15ae33469e9ea2dd_2017-05-09,7.8429
air_15ae33469e9ea2dd_2017-05-10,7.7548
air_15ae33469e9ea2dd_2017-05-11,7.8044
air_15ae33469e9ea2dd_2017-05-12,13.2154
air_15ae33469e9ea2dd_2017-05-13,13.8033
air_15ae33469e9ea2dd_2017-05-14,4.4913
air_15ae33469e9ea2dd_2017-05-15,6.8597
air_15ae33469e9ea2dd_2017-05-16,8.1116
air_15ae33469e9ea2dd_2017-05-17,7.8678
air_15ae33469e9ea2dd_2017-05-18,7.7104
air_15ae33469e9ea2dd_2017-05-19,12.6777
air_15ae33469e9ea2dd_2017-05-20,13.7602
air_15ae33469e9ea2dd_2017-05-21,4.4449
air_15ae33469e9ea2dd_2017-05-22,7.0473
air_15ae33469e9ea2dd_2017-05-23,8.0456
air_15ae33469e9ea2dd_2017-05-24,8.1526
air_15ae33469e9ea2dd_2017-05-25,8.4924
air_15ae33469e9ea2dd_2017-05-26,12.8125
air_15ae33469e9ea2dd_2017-05-27,13.5889
air_15ae33469e9ea2dd_2017-05-28,4.5300
air_15ae33469e9ea2dd_2017-05-29,7.1750
air_15ae33469e9ea2dd_2017-05-30,8.0747
air_15ae33469e9ea2dd_2017-05-31,8.1082
air_15e6e15c7ea2c162_2017-04-23,4.0035
air_15e6e15c7ea2c162_2017-04-24,12.6658
air_15e6e15c7ea2c162_2017-04-25,16.8118
air_15e6e15c7ea2c162_2017-04-26,18.7157
air_15e6e15c7ea2c162_2017-04-27,19.1533
air_15e6e15c7ea2c162_2017-04-28,31.3470
air_15e6e15c7ea2c162_2017-04-29,25.0584
air_15e6e15c7ea2c162_2017-04-30,3.1442
air_15e6e15c7ea2c162_2017-05-01,11.5407
air_15e6e15c7ea2c162_2017-05-02,18.0721
air_15e6e15c7ea2c162_2017-05-03,21.2895
air_15e6e15c7ea2c162_2017-05-04,15.1084
air_15e6e15c7ea2c162_2017-05-05,18.0263
air_15e6e15c7ea2c162_2017-05-06,18.2789
air_15e6e15c7ea2c162_2017-05-07,4.0860
air_15e6e15c7ea2c162_2017-05-08,11.9974
air_15e6e15c7ea2c162_2017-05-09,16.4030
air_15e6e15c7ea2c162_2017-05-10,18.6779
air_15e6e15c7ea2c162_2017-05-11,18.2023
air_15e6e15c7ea2c162_2017-05-12,29.9319
air_15e6e15c7ea2c162_2017-05-13,27.3788
air_15e6e15c7ea2c162_2017-05-14,3.6758
air_15e6e15c7ea2c162_2017-05-15,12.1841
air_15e6e15c7ea2c162_2017-05-16,16.9051
air_15e6e15c7ea2c162_2017-05-17,19.1400
air_15e6e15c7ea2c162_2017-05-18,18.7870
air_15e6e15c7ea2c162_2017-05-19,29.3744
air_15e6e15c7ea2c162_2017-05-20,27.4518
